subscription_id,customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,customer_name,country,state,gender,dob,support_id,complaint_date,escalations,csat_score,churn_flag,complaint_count,age,age_group,churn_risk
727,3590-EREQZ,2019-02-06,Paid,2019-08-05,Basic,Monthly,2020-08-24,Poor customer support,9.91,662.0,81,Swati Naidu,India,Assam,Female,2003-03-23,263.0,2020-05-23,N,89.0,1,1,16,11-20,High
728,1279-UDBTS,2024-02-10,Partner,2024-07-09,Premium,Monthly,,,33.64,3234.0,13,Abhishek Rathore,India,Uttar Pradesh,Male,1969-10-05,265.0,2025-10-03,N,18.0,0,1,54,51-60,Low
729,8361-QBQES,2024-07-08,Partner,2024-11-05,Standard,Monthly,,,20.27,2365.0,52,Isha Krishnan,India,Karnataka,Female,2005-02-17,266.0,2025-09-21,N,63.0,0,1,19,11-20,Medium
730,9475-CBPMY,2023-04-24,Paid,2023-10-21,Premium,Monthly,,,35.91,5860.0,18,Varun Patel,India,Delhi,Male,1997-05-08,,,,,0,0,26,21-30,Low
731,6184-NCXXT,2021-09-10,Partner,2022-01-08,Basic,Monthly,,,12.59,5685.0,52,Manoj Chatterjee,India,Tamil Nadu,Male,1971-01-05,268.0,2022-12-13,N,32.0,0,1,51,51-60,Medium
732,8920-PTNHH,2023-07-28,Paid,2023-12-25,Basic,Monthly,,,8.16,5151.0,54,Geeta Kumar,India,Telangana,Female,1971-11-29,269.0,2025-09-07,N,7.0,0,1,52,51-60,Medium
733,9731-BQVXY,2020-11-12,Trial,2020-12-12,Standard,Monthly,,,14.02,5832.0,47,Karthik Gupta,India,Bihar,Male,1994-05-19,270.0,2021-12-24,N,50.0,0,1,26,21-30,Low
734,9438-LUVXL,2026-05-18,Paid,2026-12-31,Standard,Annual,,,14.94,443.0,50,Sandeep Kumar,India,Andhra Pradesh,Male,1974-10-31,,,,,0,0,52,51-60,Medium
735,0768-MWXNS,2022-08-02,Paid,2023-08-02,Basic,Annual,,,7.95,3582.0,7,Rashmi Sengupta,India,Madhya Pradesh,Female,1968-05-21,272.0,2026-07-19,N,59.0,0,1,54,51-60,Low
736,2365-QBTPP,2026-04-23,Paid,2026-12-31,Basic,Annual,,,11.07,5669.0,26,Ajay Chopra,India,Telangana,Male,1973-03-29,274.0,2026-07-07,Y,89.0,0,1,53,51-60,Low
737,6179-XVVBC,2021-06-08,Paid,2022-06-08,Standard,Annual,2021-11-04,Too expensive,16.2,653.0,62,Parth Subramaniam,India,Chandigarh,Male,1974-06-21,,,,,1,0,47,41-50,Medium
738,1922-ZRHYV,2019-08-03,Referral,2019-12-31,Standard,Monthly,2019-09-09,Service issue,20.07,95.0,94,Deepak Chopra,India,Chandigarh,Male,1983-11-08,279.0,2019-09-04,N,53.0,1,1,36,31-40,High
739,8147-QDZRL,2020-12-11,Referral,2021-03-11,Premium,Monthly,2024-01-28,Not using service,42.77,689.0,71,Anil Agarwal,India,Madhya Pradesh,Male,1959-02-07,,,,,1,0,62,61-70,High
740,6841-KEGLH,2019-07-27,Organic,2022-07-27,Basic,Annual,,,10.93,1025.0,27,Chitra Chopra,India,Assam,Female,2004-05-26,282.0,2026-07-10,Y,88.0,0,1,15,11-20,Low
741,8954-RFTWB,2021-09-20,Organic,2022-02-17,Basic,Monthly,,,10.49,1449.0,5,Arjun Patel,India,Maharashtra,Male,1991-12-31,285.0,2024-05-12,Y,17.0,0,1,30,21-30,Low
742,6114-BVWXV,2020-07-15,Organic,2020-12-12,Standard,Monthly,,,23.37,2400.0,29,Nidhi Yadav,India,Maharashtra,Female,1955-08-05,286.0,2025-05-19,N,55.0,0,1,65,61-70,Low
743,0280-SYXPF,2024-02-19,Partner,2025-02-19,Premium,Annual,2025-03-12,Other,31.28,267.0,95,Reyansh Chauhan,India,Uttar Pradesh,Male,1976-08-14,289.0,2024-12-04,N,42.0,1,1,48,41-50,High
744,6652-QUHYH,2021-09-28,Paid,2022-01-26,Standard,Monthly,,,16.22,1442.0,18,Payal Nair,India,Karnataka,Female,1963-05-22,,,,,0,0,58,51-60,Low
745,7109-WLUDS,2020-01-23,Referral,2022-01-23,Premium,Annual,,,29.35,3643.0,30,Yash Joshi,India,Goa,Male,1997-08-29,292.0,2025-02-20,Y,14.0,0,1,22,21-30,Low
746,5152-AGUEY,2022-12-29,Organic,2023-04-28,Standard,Monthly,,,22.93,1105.0,55,Kavya Pillai,India,West Bengal,Female,2005-08-05,293.0,2026-02-13,N,83.0,0,1,17,11-20,Medium
747,1284-SZMBD,2024-09-16,Referral,2026-12-31,Basic,Annual,,,10.6,3651.0,13,Kavita Reddy,India,Punjab,Female,1990-08-04,296.0,2025-09-25,N,1.0,0,1,34,31-40,Low
748,6150-PFXUX,2021-08-25,Paid,2022-08-25,Standard,Annual,,,17.92,5541.0,25,Myra Trivedi,India,Kerala,Female,1977-02-09,297.0,2023-09-28,Y,51.0,0,1,45,41-50,Low
749,1499-AKQMJ,2020-10-23,Referral,2021-02-20,Standard,Monthly,,,16.01,5961.0,32,Krishna Nair,India,West Bengal,Male,1993-08-31,299.0,2025-09-04,N,40.0,0,1,27,21-30,Low
750,1524-VVLNA,2024-10-09,Paid,2024-11-08,Standard,Monthly,,,21.07,2961.0,52,Swati Das,India,Delhi,Female,2005-03-13,,,,,0,0,20,11-20,Medium
751,8079-ECFPJ,2020-11-23,Paid,2023-11-23,Premium,Annual,,,47.4,4099.0,0,Ritu Tiwari,India,Delhi,Female,1987-05-26,302.0,2025-11-26,N,46.0,0,1,33,31-40,Low
752,4991-ANLVN,2022-04-08,Referral,2022-06-07,Basic,Monthly,,,9.74,4204.0,39,Preeti Bansal,India,Madhya Pradesh,Female,1967-03-19,303.0,2025-03-09,N,42.0,0,1,55,51-60,Low
753,4775-ZYWRU,2024-05-21,Referral,2026-05-21,Standard,Annual,,,23.19,1839.0,35,Vikram Das,India,Telangana,Male,1990-04-02,304.0,2026-08-20,Y,97.0,0,1,34,31-40,Low
754,9012-AZQYG,2025-03-31,Paid,2025-04-30,Standard,Monthly,,,14.31,1322.0,18,Shreya Reddy,India,Madhya Pradesh,Female,1999-10-18,312.0,2026-06-27,Y,71.0,0,1,25,21-30,Low
755,9796-RUNTS,2023-12-11,Paid,2024-05-09,Premium,Monthly,2024-03-21,Switched to competitor,37.58,410.0,97,Ritika Gupta,India,Haryana,Female,2003-03-03,314.0,2024-03-18,N,38.0,1,1,21,21-30,High
756,0725-UWXWN,2023-06-12,Paid,2023-07-12,Basic,Monthly,,,6.55,4605.0,19,Pallavi Iyer,India,Maharashtra,Female,1963-11-06,317.0,2026-05-14,N,41.0,0,1,60,51-60,Low
757,6408-QXUYS,2023-10-22,Paid,2024-04-19,Premium,Monthly,,,27.04,2509.0,16,Ramesh Verma,India,Assam,Male,1964-05-18,,,,,0,0,59,51-60,Low
758,3389-SRMRD,2025-08-31,Organic,2026-12-31,Basic,Annual,,,9.92,707.0,29,Tanya Pandey,India,Punjab,Female,1961-01-10,320.0,2026-09-14,Y,92.0,0,1,65,61-70,Low
759,3996-SFTFL,2026-01-09,Paid,2026-02-08,Basic,Monthly,2026-03-18,Service issue,7.36,63.0,100,Isha Desai,India,Bihar,Female,1971-07-20,332.0,2026-02-23,N,15.0,1,1,54,51-60,High
760,7037-NAYGG,2019-09-19,Organic,2020-09-19,Basic,Annual,,,9.44,3589.0,1,Varsha Reddy,India,Goa,Female,1964-02-17,334.0,2026-02-27,N,7.0,0,1,56,51-60,Low
761,8019-SWLVN,2026-06-02,Organic,2026-12-31,Basic,Annual,,,7.12,1275.0,13,Deepika Menon,India,Haryana,Female,1986-07-30,335.0,2026-08-27,N,37.0,0,1,40,31-40,Low
762,3908-KDFMY,2026-02-09,Referral,2026-12-31,Basic,Annual,,,6.09,1414.0,1,Mohit Das,India,Madhya Pradesh,Male,1967-05-15,338.0,2026-09-13,Y,60.0,0,1,59,51-60,Low
763,4732-EFLQV,2021-12-07,Organic,2023-12-07,Premium,Annual,,,36.15,3996.0,36,Ramesh Sharma,India,Assam,Male,1967-04-01,,,,,0,0,55,51-60,Low
764,7272-RFCUA,2023-01-28,Paid,2024-01-28,Premium,Annual,,,32.91,4353.0,20,Amit Gupta,India,Telangana,Male,1975-03-04,340.0,2023-08-18,N,85.0,0,1,48,41-50,Low
765,1871-JTMTB,2020-01-12,Partner,2020-06-10,Standard,Monthly,,,24.4,5856.0,26,Ritika Joshi,India,Madhya Pradesh,Female,1964-03-09,342.0,2025-09-06,N,88.0,0,1,56,51-60,Low
766,1923-HGZUY,2024-07-24,Paid,2024-09-22,Standard,Monthly,,,19.41,2373.0,19,Shalini Trivedi,India,Madhya Pradesh,Female,1969-11-21,344.0,2026-05-03,N,35.0,0,1,55,51-60,Low
767,9778-TFLYK,2023-03-07,Paid,2023-07-05,Basic,Monthly,,,8.66,5728.0,34,Chitra Kapoor,India,Andhra Pradesh,Female,1963-07-18,345.0,2026-02-25,N,69.0,0,1,60,51-60,Low
768,5277-HXNRE,2023-09-12,Paid,2023-12-11,Premium,Monthly,,,43.93,2730.0,50,Lakshmi Sengupta,India,Bihar,Female,1995-07-20,348.0,2026-04-07,N,20.0,0,1,28,21-30,Medium
769,7996-LUAZC,2025-04-19,Organic,2026-12-31,Basic,Annual,,,8.46,1610.0,40,Lakshmi Chatterjee,India,Delhi,Female,2002-12-12,350.0,2026-01-04,Y,26.0,0,1,22,21-30,Low
770,5533-TUEUR,2023-09-02,Partner,2026-09-02,Basic,Annual,,,11.8,540.0,9,Payal Patel,India,Karnataka,Female,1963-12-07,351.0,2025-08-07,N,81.0,0,1,60,51-60,Low
771,2161-WKFJC,2026-06-08,Partner,2026-11-05,Standard,Monthly,,,14.04,2296.0,18,Anjali Nair,India,Haryana,Female,1969-11-06,358.0,2026-09-11,Y,30.0,0,1,57,51-60,Low
772,7812-CEUHS,2020-10-13,Organic,2021-10-13,Standard,Annual,,,20.7,2362.0,41,Aadhya Sharma,India,Punjab,Female,1965-10-26,363.0,2026-06-30,N,94.0,0,1,55,51-60,Low
773,1678-DLMKE,2022-05-16,Paid,2022-08-14,Premium,Monthly,,,40.32,3216.0,2,Yamini Singh,India,Uttar Pradesh,Female,1961-02-19,368.0,2024-05-22,N,63.0,0,1,61,61-70,Low
774,2480-PVXQG,2019-04-08,Organic,2019-10-05,Standard,Monthly,2020-04-30,Not using service,14.65,460.0,77,Reyansh Singh,India,Tamil Nadu,Male,2007-11-23,369.0,2019-11-27,N,57.0,1,1,11,11-20,High
775,4065-TVVZV,2024-03-13,Paid,2024-05-12,Premium,Monthly,,,30.72,5243.0,48,Yamini Verma,India,Kerala,Female,1973-06-07,370.0,2025-08-28,N,44.0,0,1,51,51-60,Low
776,1847-HRWVC,2021-03-14,Referral,2021-07-12,Standard,Monthly,,,24.05,5135.0,54,Anil Agarwal,India,Uttar Pradesh,Male,1989-09-14,375.0,2026-03-31,N,88.0,0,1,31,31-40,Medium
777,0225-JGBBN,2022-07-13,Paid,2023-01-09,Standard,Monthly,2025-10-06,Too expensive,20.91,481.0,64,Lakshmi Thakur,India,Madhya Pradesh,Female,1992-12-31,376.0,2025-05-08,N,39.0,1,1,30,21-30,Medium
778,1294-SGETL,2020-07-18,Paid,2020-09-16,Premium,Monthly,,,26.91,339.0,40,Deepika Reddy,India,Kerala,Female,1994-04-01,,,,,0,0,26,21-30,Low
779,5067-XZXZF,2022-05-13,Trial,2022-08-11,Basic,Monthly,2023-09-19,Too expensive,9.93,525.0,68,Aarav Singh,India,Maharashtra,Male,1969-09-12,377.0,2023-05-07,N,31.0,1,1,53,51-60,Medium
780,4403-ZDALP,2025-09-09,Paid,2026-09-09,Standard,Annual,,,16.55,3008.0,39,Manisha Reddy,India,Telangana,Female,2006-09-25,378.0,2025-11-14,N,6.0,0,1,19,11-20,Low
781,2577-JDUXZ,2021-02-09,Paid,2022-02-09,Standard,Annual,,,15.22,539.0,36,Yash Thakur,India,Maharashtra,Male,1958-12-14,383.0,2025-12-26,N,79.0,0,1,62,61-70,Low
782,0579-TYZWP,2022-01-30,Trial,2022-04-30,Basic,Monthly,2024-08-06,Other,12.18,237.0,84,Vikram Chopra,India,Madhya Pradesh,Male,1983-09-14,384.0,2024-04-13,N,90.0,1,1,38,31-40,High
783,8450-BNCQK,2026-06-28,Paid,2026-11-25,Standard,Monthly,2026-09-11,Other,19.45,406.0,82,Meera Nair,India,Chandigarh,Female,1995-12-23,385.0,2026-08-23,Y,80.0,1,1,31,31-40,High
784,9694-RGZTH,2022-04-13,Paid,2023-04-13,Basic,Annual,,,9.01,5426.0,52,Aarav Sengupta,India,Maharashtra,Male,1975-11-26,388.0,2026-08-31,N,45.0,0,1,46,41-50,Medium
785,8680-HPRBE,2019-11-28,Referral,2020-02-26,Basic,Monthly,,,10.65,2861.0,22,Myra Gupta,India,Rajasthan,Female,2001-08-18,390.0,2026-02-13,N,19.0,0,1,18,11-20,Low
786,6461-CUUBP,2021-06-19,Organic,2023-06-19,Standard,Annual,2022-02-24,Poor customer support,18.59,254.0,89,Karthik Bhat,India,Telangana,Male,1983-04-06,393.0,2021-09-28,Y,10.0,1,1,38,31-40,High
787,3321-EUDED,2021-10-10,Paid,2022-10-10,Basic,Annual,,,6.97,4196.0,53,Rajesh Mishra,India,Punjab,Male,1991-06-21,395.0,2024-01-02,N,80.0,0,1,30,21-30,Medium
788,1481-FXKYY,2023-03-15,Trial,2025-03-15,Standard,Annual,,,22.21,1723.0,6,Dev Agarwal,India,Uttar Pradesh,Male,1963-03-08,,,,,0,0,60,51-60,Low
789,2848-ANQTZ,2023-10-04,Paid,2024-04-01,Basic,Monthly,,,12.82,415.0,10,Reyansh Mishra,India,Tamil Nadu,Male,1967-07-17,398.0,2025-12-19,N,90.0,0,1,56,51-60,Low
790,1376-UUJCA,2025-08-10,Organic,2025-12-08,Basic,Monthly,,,6.58,2224.0,50,Aryan Pandey,India,Uttar Pradesh,Male,1963-04-02,401.0,2026-07-10,Y,32.0,0,1,62,61-70,Medium
791,6471-RANXP,2025-12-08,Referral,2026-01-07,Premium,Monthly,,,37.85,3002.0,2,Ramesh Joshi,India,West Bengal,Male,1979-09-02,402.0,2026-04-05,N,59.0,0,1,46,41-50,Low
792,4835-RPTRB,2025-11-26,Partner,2026-12-31,Standard,Annual,,,15.37,3910.0,26,Rahul Das,India,Uttar Pradesh,Male,1992-08-11,403.0,2026-08-07,N,32.0,0,1,33,31-40,Low
793,5883-RTRMU,2021-07-21,Organic,2021-10-19,Basic,Monthly,,,11.31,4650.0,52,Kiran Kapoor,India,West Bengal,Female,1957-05-04,,,,,0,0,64,61-70,Medium
794,9568-HFDHX,2025-03-27,Referral,2025-04-26,Basic,Monthly,,,11.94,1547.0,41,Rahul Rathore,India,Karnataka,Male,1974-09-07,,,,,0,0,51,51-60,Low
795,5878-UAYYM,2019-08-23,Paid,2019-09-22,Standard,Monthly,,,17.27,4829.0,9,Abhishek Shah,India,Assam,Male,2003-08-21,406.0,2026-09-13,N,80.0,0,1,16,11-20,Low
796,8625-RALVG,2020-12-20,Organic,2021-03-20,Basic,Monthly,,,6.92,3401.0,28,Suresh Mehta,India,Punjab,Male,1960-05-05,412.0,2026-07-31,N,31.0,0,1,61,61-70,Low
797,6481-UDLKL,2024-03-26,Paid,2024-08-23,Standard,Monthly,2025-02-11,Other,17.63,248.0,76,Rohan Bose,India,Assam,Male,1983-06-19,413.0,2024-07-04,N,73.0,1,1,41,41-50,High
798,6199-KZYKE,2019-12-15,Referral,2022-12-15,Standard,Annual,,,16.73,992.0,50,Kunal Sharma,India,Goa,Male,1990-02-17,417.0,2026-08-18,N,59.0,0,1,30,21-30,Medium
799,8129-ELZCH,2019-06-06,Organic,2021-06-06,Premium,Annual,2023-02-10,Too expensive,40.04,66.0,80,Meera Rao,India,Delhi,Female,1985-02-13,,,,,1,0,34,31-40,High
800,0020-BNQZP,2023-07-30,Paid,2026-07-30,Standard,Annual,2025-07-24,Too expensive,24.29,268.0,88,Naveen Yadav,India,Bihar,Male,1986-07-06,419.0,2025-05-14,N,26.0,1,1,37,31-40,High
801,0547-KALJD,2020-10-24,Referral,2021-04-22,Premium,Monthly,2023-09-20,Poor customer support,40.74,889.0,74,Suresh Rao,India,Bihar,Male,1969-06-08,423.0,2023-01-07,N,51.0,1,1,51,51-60,High
802,7066-WFVPF,2025-12-08,Paid,2026-01-07,Basic,Monthly,,,8.77,2084.0,28,Reyansh Bansal,India,Gujarat,Male,1972-01-17,429.0,2026-08-08,N,85.0,0,1,54,51-60,Low
803,6437-UTREB,2024-03-01,Paid,2026-12-31,Standard,Annual,,,17.94,4292.0,28,Aadhya Bose,India,Delhi,Female,1981-06-04,432.0,2026-02-12,Y,46.0,0,1,43,41-50,Low
804,7758-DKNRR,2019-01-05,Paid,2022-01-05,Basic,Annual,2020-03-12,Too expensive,11.17,330.0,76,Myra Rathore,India,Bihar,Female,1971-08-03,433.0,2020-02-03,Y,11.0,1,1,47,41-50,High
805,4315-HJUBE,2022-07-25,Paid,2023-01-21,Premium,Monthly,,,29.13,4565.0,51,Sai Chatterjee,India,Chandigarh,Male,1992-02-21,435.0,2026-07-05,N,61.0,0,1,30,21-30,Medium
806,7779-UHRKC,2021-09-26,Referral,2021-12-25,Standard,Monthly,,,16.33,1693.0,3,Shalini Gupta,India,Andhra Pradesh,Female,2006-03-31,437.0,2023-12-05,N,24.0,0,1,15,11-20,Low
807,2738-GGEBP,2025-08-31,Paid,2026-12-31,Basic,Annual,,,6.32,369.0,17,Ashok Bose,India,Gujarat,Male,1968-04-07,439.0,2026-01-25,Y,63.0,0,1,57,51-60,Low
808,4525-SQAYV,2025-10-12,Organic,2026-02-09,Standard,Monthly,,,21.52,5423.0,19,Saanvi Sengupta,India,Uttar Pradesh,Female,1968-04-18,,,,,0,0,57,51-60,Low
809,5633-PJNWR,2019-10-09,Referral,2020-03-07,Standard,Monthly,2020-04-10,Switched to competitor,18.65,730.0,95,Diya Mehta,India,Telangana,Female,1991-02-25,441.0,2020-03-08,N,52.0,1,1,29,21-30,High
810,7785-JMALK,2020-06-25,Paid,2021-06-25,Basic,Annual,,,8.19,792.0,24,Divya Yadav,India,Tamil Nadu,Female,1975-06-14,444.0,2025-12-24,N,55.0,0,1,45,41-50,Low
811,3079-QGPZR,2020-02-16,Referral,2020-08-14,Basic,Monthly,,,7.64,2233.0,23,Ira Thakur,India,West Bengal,Female,1960-11-20,445.0,2021-10-13,N,91.0,0,1,59,51-60,Low
812,3288-BHBQB,2020-12-12,Paid,2021-06-10,Standard,Monthly,,,22.03,5519.0,7,Shalini Shah,India,Telangana,Female,1988-01-18,446.0,2023-08-03,N,18.0,0,1,33,31-40,Low
813,2909-RUTMM,2023-08-11,Paid,2024-02-07,Premium,Monthly,,,39.56,4223.0,41,Manish Nair,India,Kerala,Male,1957-06-18,447.0,2026-05-26,Y,92.0,0,1,66,61-70,Low
814,6709-SAXAR,2021-10-02,Organic,2022-03-31,Standard,Monthly,,,19.6,3809.0,31,Manoj Mehta,India,Jharkhand,Male,1955-10-05,449.0,2025-11-20,N,52.0,0,1,66,61-70,Low
815,3575-QKXSV,2024-05-28,Paid,2024-11-24,Basic,Monthly,,,6.56,712.0,49,Deepika Iyer,India,Maharashtra,Female,2000-11-21,450.0,2025-09-05,N,66.0,0,1,24,21-30,Low
816,5509-JWLJJ,2024-04-25,Trial,2024-07-24,Standard,Monthly,,,16.95,5659.0,1,Neha Kumar,India,Andhra Pradesh,Female,1976-07-23,,,,,0,0,48,41-50,Low
817,4843-JPNNZ,2024-12-23,Partner,2025-05-22,Basic,Monthly,,,9.2,1202.0,48,Harsh Krishnan,India,Gujarat,Male,1985-10-14,455.0,2026-07-15,N,53.0,0,1,39,31-40,Low
818,9146-FKDRE,2025-07-20,Organic,2026-12-31,Standard,Annual,,,17.33,5260.0,26,Tanya Naidu,India,West Bengal,Female,1985-02-10,459.0,2025-11-09,Y,56.0,0,1,40,31-40,Low
819,4817-QDRBW,2024-04-19,Paid,2024-09-16,Basic,Monthly,2025-07-31,Poor customer support,11.75,291.0,65,Keshav Shah,India,Andhra Pradesh,Male,1965-10-01,460.0,2024-08-14,Y,61.0,1,1,59,51-60,Medium
820,9329-QELYF,2023-12-04,Paid,2024-05-02,Standard,Monthly,,,22.3,1458.0,48,Gaurav Bansal,India,West Bengal,Male,1983-02-12,462.0,2024-03-30,N,9.0,0,1,41,41-50,Low
821,1442-EVPWP,2023-10-10,Paid,2024-02-07,Basic,Monthly,,,11.19,4755.0,28,Pallavi Tiwari,India,Bihar,Female,1955-06-02,464.0,2025-07-12,Y,21.0,0,1,68,61-70,Low
822,0067-WZHHY,2021-06-15,Trial,2021-08-14,Basic,Monthly,,,9.2,4598.0,54,Ritu Singh,India,Tamil Nadu,Female,1989-05-30,,,,,0,0,32,31-40,Medium
823,8524-VSLPX,2024-05-11,Organic,2024-07-10,Premium,Monthly,,,43.5,2664.0,45,Suresh Yadav,India,Haryana,Male,1971-11-27,466.0,2026-02-26,N,20.0,0,1,52,51-60,Low
824,0359-USFDM,2026-06-25,Paid,2026-10-23,Basic,Monthly,2026-08-21,Switched to competitor,8.73,50.0,73,Ajay Malhotra,India,Chandigarh,Male,1959-05-12,472.0,2026-08-15,N,95.0,1,1,67,61-70,High
825,2024-TJRYE,2022-04-30,Trial,2023-04-30,Basic,Annual,,,8.9,5429.0,11,Vijay Sharma,India,Kerala,Male,1992-10-04,473.0,2025-12-30,N,57.0,0,1,30,21-30,Low
826,1718-SZVDK,2020-02-23,Paid,2020-07-22,Basic,Monthly,,,10.2,3705.0,13,Reyansh Yadav,India,Gujarat,Male,1972-12-02,474.0,2026-02-23,N,33.0,0,1,47,41-50,Low
827,8132-GYRLH,2021-12-08,Referral,2022-05-07,Premium,Monthly,,,35.04,4257.0,32,Aarav Nair,India,Tamil Nadu,Male,2006-07-05,478.0,2024-10-12,N,58.0,0,1,15,11-20,Low
828,7483-KJQBD,2019-03-31,Paid,2020-03-31,Standard,Annual,,,16.53,4284.0,14,Aditya Bhat,India,Haryana,Male,1983-01-20,479.0,2026-03-16,Y,70.0,0,1,36,31-40,Low
829,7171-VJZCM,2025-10-07,Trial,2026-10-07,Basic,Annual,,,10.82,1783.0,36,Pooja Menon,India,Bihar,Female,1990-11-28,483.0,2025-10-13,N,44.0,0,1,35,31-40,Low
830,0960-FDPUR,2020-08-16,Organic,2023-08-16,Standard,Annual,2021-01-11,Poor customer support,15.24,662.0,81,Pooja Trivedi,India,Bihar,Female,1987-03-04,484.0,2021-01-03,N,4.0,1,1,33,31-40,High
831,1037-JWLAY,2021-07-02,Paid,2021-12-29,Basic,Monthly,2022-02-09,Too expensive,8.63,512.0,94,Sunil Bansal,India,Andhra Pradesh,Male,2001-12-06,,,,,1,0,20,11-20,High
832,9147-VBAWF,2020-11-28,Paid,2020-12-28,Basic,Monthly,2021-08-18,Poor customer support,9.62,841.0,97,Radhika Rao,India,Delhi,Female,1999-02-09,485.0,2021-05-02,N,37.0,1,1,22,21-30,High
833,6607-HCQQU,2023-06-29,Organic,2023-11-26,Premium,Monthly,,,42.24,4565.0,50,Myra Yadav,India,Odisha,Female,1983-05-10,486.0,2026-02-14,Y,17.0,0,1,40,31-40,Medium
834,0002-CVVWK,2026-05-11,Paid,2026-12-31,Standard,Annual,,,20.39,2886.0,3,Manoj Mishra,India,Punjab,Male,1987-08-07,490.0,2026-06-10,N,0.0,0,1,39,31-40,Low
835,5952-YQDDX,2020-10-22,Trial,2021-03-21,Basic,Monthly,,,6.76,3050.0,50,Aarav Bansal,India,Haryana,Male,1981-03-12,492.0,2026-02-23,N,59.0,0,1,40,31-40,Medium
836,6704-DJVGG,2023-09-07,Paid,2023-10-07,Standard,Monthly,,,19.87,3844.0,0,Deepak Joshi,India,Odisha,Male,1972-02-05,493.0,2026-04-24,N,74.0,0,1,52,51-60,Low
837,9655-SERAS,2019-11-12,Referral,2022-11-12,Standard,Annual,,,24.52,2292.0,55,Siddharth Bose,India,Goa,Male,1998-04-29,495.0,2025-06-15,N,41.0,0,1,22,21-30,Medium
838,9839-VLSNP,2020-01-23,Trial,2020-04-22,Basic,Monthly,,,10.16,1758.0,28,Rahul Ghosh,India,Punjab,Male,1981-05-23,500.0,2025-02-02,N,44.0,0,1,39,31-40,Low
839,8975-LYZTW,2023-08-25,Paid,2026-08-25,Standard,Annual,,,16.39,5001.0,5,Aryan Joshi,India,Jharkhand,Male,1981-01-25,503.0,2026-02-15,Y,81.0,0,1,43,41-50,Low
840,5771-TRUUX,2021-05-15,Referral,2021-10-12,Standard,Monthly,2024-06-04,Switched to competitor,20.38,166.0,63,Payal Rathore,India,Kerala,Female,1992-11-22,505.0,2024-02-22,N,40.0,1,1,28,21-30,Medium
841,2636-KXJEB,2021-04-28,Organic,2021-07-27,Basic,Monthly,2025-03-27,Other,12.93,167.0,70,Sneha Rathore,India,Karnataka,Female,1987-03-07,507.0,2022-02-12,N,27.0,1,1,34,31-40,High
842,4712-YXBNN,2023-05-13,Paid,2023-07-12,Premium,Monthly,2026-05-26,Service issue,48.09,642.0,77,Payal Agarwal,India,Chandigarh,Female,1959-10-29,511.0,2025-11-19,N,23.0,1,1,64,61-70,High
843,8955-ZVGZG,2019-05-31,Organic,2020-05-31,Basic,Annual,,,11.83,5226.0,10,Preeti Mehta,India,Delhi,Female,1971-10-10,512.0,2023-02-25,Y,72.0,0,1,48,41-50,Low
844,2131-FUJAL,2023-01-03,Organic,2025-01-03,Basic,Annual,,,9.51,2220.0,52,Shalini Kumar,India,Karnataka,Female,1968-10-15,,,,,0,0,54,51-60,Medium
845,5207-SHFSC,2025-09-14,Trial,2026-12-31,Standard,Annual,,,15.67,5245.0,13,Naveen Rathore,India,Chandigarh,Male,1991-03-12,515.0,2026-06-11,N,27.0,0,1,35,31-40,Low
846,8691-RTWAD,2026-02-02,Paid,2026-12-31,Premium,Annual,,,47.4,871.0,17,Preeti Chopra,India,Jharkhand,Female,1976-11-15,516.0,2026-06-10,Y,54.0,0,1,49,41-50,Low
847,4633-ASMSS,2025-09-24,Organic,2026-03-23,Basic,Monthly,,,12.14,2381.0,53,Radhika Gupta,India,Kerala,Female,1972-04-09,518.0,2026-04-23,Y,51.0,0,1,53,51-60,Medium
848,3453-XWGXP,2024-07-14,Partner,2026-12-31,Premium,Annual,,,28.54,1839.0,45,Dev Rathore,India,Madhya Pradesh,Male,1961-06-21,520.0,2026-08-24,N,37.0,0,1,63,61-70,Low
849,4127-TCUHJ,2023-07-21,Partner,2023-12-18,Basic,Monthly,,,7.62,1100.0,16,Kiran Pandey,India,Bihar,Female,1993-11-06,526.0,2026-05-17,N,46.0,0,1,30,21-30,Low
850,9594-BYCMS,2021-05-01,Organic,2021-08-29,Standard,Monthly,2021-09-15,Not using service,15.02,58.0,75,Amit Pillai,India,Jharkhand,Male,1962-10-05,,,,,1,0,59,51-60,High
851,3602-EZNTK,2024-04-10,Referral,2026-12-31,Standard,Annual,2026-01-01,Poor customer support,22.52,421.0,79,Sandeep Mukherjee,India,Maharashtra,Male,2004-08-28,,,,,1,0,20,11-20,High
852,1394-KGZZZ,2025-06-30,Referral,2025-11-27,Basic,Monthly,,,11.1,5259.0,39,Sneha Sengupta,India,Andhra Pradesh,Female,1967-10-12,527.0,2025-08-27,Y,36.0,0,1,58,51-60,Low
853,9294-BTQWT,2020-12-21,Organic,2022-12-21,Standard,Annual,,,23.8,1061.0,48,Amit Reddy,India,Telangana,Male,1963-10-23,530.0,2025-01-31,N,55.0,0,1,57,51-60,Low
